id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
29,5.871240462404168e-07,5.2769728395437e-12,1.0888644052080228e-10,3.2519657534049092e-18,2.1751762595869902e-36,0.0041664251032902935,0.9958329492288271,3.813126207616522e-08,2.984108195664652e-10
30,2.478227574731867e-05,0.5339217992376069,0.3822528713865985,0.07647281183131925,3.4115723003284054e-05,0.0003794293439596547,0.006636418888311698,0.00021190904332726152,6.586227012617772e-05
31,0.0009113108269236932,0.0019092409417237974,0.0008393502596751609,0.0002001455538806451,2.4458458038927024e-05,0.9816346958238931,0.011180707819603683,0.001761943182158825,0.0015381471341022273
32,4.34372985167114e-07,1.667822757385529e-06,9.270336339373385e-07,6.467619089416535e-11,1.0935991408412817e-13,0.00010630791966381332,0.0009595731936716371,0.9989301966535631,8.929389392219449e-07
33,6.234869477189276e-08,3.803439746503591e-05,1.7974848184468134e-06,3.831149894409308e-06,0.9999560535929384,1.9248681824469022e-08,6.132098983307788e-08,6.921814950225589e-08,7.123836777033144e-08
34,0.013190819816599243,0.16691665317325008,0.02209003591255883,0.32523693981766244,0.3258871877390457,0.03068649479715837,0.018748226691806962,0.07038300637239676,0.02686063567952177
35,0.0033055017518495967,0.6460188361140016,0.22589395903917267,0.07054817830613636,0.009597122389204772,0.005494040501667543,0.02749719318072167,0.004945096300043128,0.006700072417202722
36,9.214416878132771e-06,3.8081310052255463e-14,1.9466215860952675e-13,2.1870101796906936e-14,1.235550354292948e-23,0.959634670072172,0.0011340330450405958,0.03922207920760362,3.2580510540309833e-09
37,0.005997379840353117,2.2163382150750005e-07,4.158001956935995e-11,0.00028510184183586535,4.353965509391456e-07,0.973504928440226,0.008944255566022635,0.00981633115497413,0.0014513460846356581
38,0.003089451214244261,6.431151108611251e-07,1.3752426564729531e-05,1.8956588564167907e-07,2.460246337413791e-10,0.0015475784682743886,0.00010773104062428444,0.9904735331807069,0.004767120742564333
39,9.970505366620795e-05,0.566766376127968,0.4106063655428459,0.01727382111111565,0.0010599806873623889,0.0002328049157808888,0.0029393234297982037,0.0005121024338284558,0.0005095206976343045
40,0.002798036978702797,8.186170695516817e-05,0.0020767806075963845,1.6555170461105043e-05,1.2338526826132252e-06,0.00016751965131692504,0.00044098496493279556,0.8899742930700484,0.1044427339973037
41,3.884955199556755e-05,0.2563254493037069,0.6748385347552558,0.06787523215730883,2.8790072504345683e-06,0.00012455498694354187,0.0006632754919143088,7.665173689319136e-05,5.457300873132304e-05
42,0.11598624554694995,0.00435577392772516,0.0011509901069158485,0.04150455293927771,0.0031201784392430047,0.32991613560682465,0.02702440977508614,0.19113190841318942,0.28580980524478816
43,0.0010045888561016215,0.6590504119750233,0.18289212148403405,0.0068058456548610955,6.403777531538472e-11,0.024035285126862087,0.12282827879632988,0.0033578315111789355,2.563653157119743e-05
44,4.791232222308092e-05,0.32004852964523667,0.6556099680347963,9.285067924085202e-05,0.007603183647169885,0.0009575517638879305,0.007476570560093187,0.008153450944224313,9.982403127713547e-06
45,0.025284060357016656,3.4524674589821765e-06,9.246426679225355e-10,0.0009697435038271671,5.266131775364631e-07,0.9455429346834574,0.006971769221654046,0.0066825173449052205,0.014544994883860442
46,0.0016105378212350264,0.5750675532468079,0.2796841958009863,0.12121216818681241,5.587479226454662e-05,0.002428854492985429,0.015402141656745064,0.0025885123614974165,0.0019501616406659003
47,0.008711171646832988,0.5993553929843729,0.2180211370727703,0.08799692858681903,0.019587103657055682,0.015557631475981019,0.022986600689022377,0.014668512139525743,0.013115521747620077
48,4.6098049086247936e-05,0.746402084370014,0.18763012509364987,0.06124897458650396,0.0002472378433677048,0.00010603156351005999,0.004110460671022059,0.00010623189578794852,0.00010275592705811242
49,1.705257019494805e-05,0.5693146417223257,0.3364292247373507,0.09060444341277174,1.0308936936977109e-07,8.288867858934503e-05,0.003534859505544962,1.3048755481477257e-05,3.7375283716678053e-06
50,3.854416595020642e-13,1.2109146567479916e-12,1.9928033532274322e-12,4.596374397856086e-15,6.4717882801629134e-21,0.9999999753866384,1.5018420262601503e-08,9.522868143582675e-09,6.847946756077866e-11
51,8.65040164280916e-05,0.8648001266343827,0.10908665958920506,0.021746319055168384,0.0012999070813489453,0.0013596261776612846,0.0010041403915937647,0.00023665222479790353,0.000380064829413688
52,3.953838440191684e-11,1.8674815585054943e-11,1.8955815682966329e-07,4.8782886635888616e-17,2.111277934038145e-34,1.7401114850530991e-06,2.093500157006567e-06,0.9999954026521509,5.741198369757246e-07
53,4.093889931618343e-08,0.868134327946741,0.11038446204531657,0.021385152577211016,9.099290955241945e-09,2.0536293727978914e-06,8.490977783033453e-05,4.505455200596906e-06,4.538530137429012e-06
54,0.007110375600185413,0.48789358374048886,0.2770761394529456,0.08906966456402492,0.0005473392229437291,0.022989924625680332,0.0847202960199438,0.016315595151202462,0.014277081622584861
55,2.5786929677064187e-05,0.6023709024607042,0.283538462911675,0.11094710524695721,3.7517811761611096e-05,7.394886268914461e-05,0.002953929077085116,2.1234771902537576e-05,3.111192754804779e-05
56,0.00034518763824669985,0.38086929343461556,0.5161384283342365,0.0007337446206992102,0.0018377665588718611,0.03484091821870936,0.02216743228361249,0.04284268031894592,0.0002245485920624447
57,1.078635127013511e-05,2.974908490140498e-05,1.0700628279520915e-05,4.919576941444342e-07,1.0327488857850102e-07,0.9989726657348903,0.00016313447956496578,0.00045969696934001467,0.0003526715191709807
58,0.03468318197853654,2.3459815440583767e-06,8.783179821381856e-06,3.5909382630477837e-07,4.14299142189848e-06,0.003326251874138935,2.6998585653702246e-05,0.00035893203560121166,0.9615890042794559
59,0.01543614020561017,0.0034689003513465114,0.004292915906134061,0.005333006807320646,1.3379106045061514e-06,0.06488875518865743,0.01563197247855128,0.06785350457211106,0.8230934665796643
60,0.06186753594990408,8.260810174479269e-05,1.8353548764495046e-05,1.8794309786132733e-06,1.1052229681159767e-06,0.4674372040092836,0.0024553416148316,0.35844724756840857,0.10968872455311612
61,1.7137328638293227e-10,0.6609796237071737,0.3336226099951951,0.005397379678640767,1.3416234092329333e-07,1.8384896459927488e-09,2.4887591221300066e-07,9.06240856649418e-10,6.646332645379908e-10
62,0.1611474263040829,0.04499720157425166,0.006022127429618401,0.003322831083242357,0.0022190110327282497,0.047986712579215406,0.003197663793379443,0.08083399453698001,0.6502730316665016
63,8.27055384161847e-06,0.40420139729074606,0.5039375196716404,0.089997777446849,3.665557446498712e-05,0.00013424468626591828,0.0015938472094210849,5.246061306245027e-05,3.782695370847671e-05
64,0.009202356662119974,1.3980449503405723e-06,8.46604876928631e-08,6.5888577741846895e-09,2.64106003191452e-11,0.025379606464988547,6.294488129801807e-05,4.149106431996159e-05,0.9653121116065672
65,0.002125221107182809,0.326437830023662,0.25524399778604423,0.0014443860216717024,0.020436182517661897,0.008274340263565903,0.03206363159076409,0.35340694064435585,0.0005674700450913989
66,1.6429463247115408e-06,0.7250636138026832,0.13272549313557405,1.1690685482509681e-05,4.224061949831339e-12,7.426236732184716e-07,0.14219508958283195,1.1213003570029894e-09,1.7260979059228665e-06
67,0.015518254731658389,0.2764985500486731,0.4483960562967026,0.11716872146773291,1.8692171362982914e-08,0.010375829213409954,0.12995005535831375,0.0009318230960143569,0.0011606910953234578
68,6.306468985680876e-11,1.2638686887356822e-16,3.8543442970209674e-19,1.3445093480330318e-19,5.255151620684388e-33,6.714320364556936e-09,1.2514849217030856e-08,0.9999999807077479,1.7902927394273196e-14
69,1.6876667582152868e-06,5.9482736050266e-17,5.771862980965764e-20,3.1914468408002564e-05,2.944430377057426e-17,0.9999449176005142,1.2724769689629312e-06,1.869898505439294e-05,1.5088022961515464e-06
70,0.0014447255258294364,0.566111801909105,0.27841351609540266,0.11758877787202622,0.00043879940384597253,0.0040446129622448545,0.02505247110355676,0.0029486359692430207,0.00395665915874587
71,3.7180035702480604e-05,0.007741639627643825,0.0017449470185084623,0.001616204998364488,0.9886083712648845,4.2528358992625594e-05,7.046949080366136e-05,9.415588208192342e-05,4.45033230179927e-05
72,0.004409255680984837,7.145175186898011e-06,4.197735522439547e-08,9.391458217905484e-05,7.967524581725821e-06,0.9841355107247765,0.005182055060403466,0.0052329935259623215,0.0009311157485701273
73,9.23913250041745e-06,1.4652608313091217e-15,9.329929516277946e-24,3.729794506288245e-06,6.311444329455937e-14,0.9999010816711293,8.489747451364649e-05,8.568558023968247e-07,1.950714834477738e-07
74,0.00024361191668928982,1.534888383083992e-06,1.8709473283628078e-06,1.8749300073057552e-07,9.318077201485718e-08,0.0031452031353605896,0.0012745550564472663,0.9943354857601999,0.000997457621818734
75,0.008656219622433077,0.041590203647099346,0.010594707869141436,0.0796143612279729,0.80654409854243,0.018714910210630327,0.009207213104446109,0.01473958821728055,0.010338697558566355
76,6.059075485270243e-11,0.6498463805104768,0.18045907866555666,0.16969442874735502,1.0339305287625641e-09,4.296873114457617e-09,1.0534586635839592e-07,7.026175473640768e-11,1.2690890810232045e-09
77,0.02049600141369388,4.977230306092158e-06,1.3937354160079572e-07,0.0008345871917790383,9.665589959498147e-07,0.938820013932496,0.002678045995501073,0.018922847225801304,0.018242421077884822
78,3.6960858949121604e-06,0.002592015601629542,0.00016732439242539448,3.885416482472773e-05,0.9971854424731701,8.302382134283861e-07,1.4971062641828084e-06,4.191242998406848e-06,6.148694579262045e-06
79,0.1333072947160731,0.003839329244014624,0.013396689629023115,0.0001433814506829281,8.669851044145929e-05,0.022821253716119795,0.1268293812224316,0.6937915602686827,0.005784411242530578
80,1.4445802134195823e-14,0.6929400662186164,0.15579466278867946,0.1512652704863638,1.841327567613359e-11,7.937773373188048e-12,4.780838860262692e-10,8.659519902003403e-14,1.8044016454618998e-12
81,0.009831256736275348,0.5036692102525904,0.13099693033154644,0.11488177972873961,0.16493841498153713,0.012792543599261316,0.032675087794395354,0.0152132845632858,0.015001492012368816
82,0.1022256679091235,6.592792150990234e-05,0.0001656626786353164,1.3769408760204037e-06,4.1542247680402044e-06,0.02166169825039531,0.00030015269624128943,0.0016749283938641989,0.8739004309845865
83,0.009207234773902912,0.7201478963661598,0.12119413410660687,0.027221266980059975,0.006479504298849943,0.01670983849718771,0.03152021395029744,0.02036393635662776,0.047155974670307584
84,0.022945139414654668,0.0003935061754674446,0.0003102892901015854,0.00014723556916478622,6.906500989784478e-07,0.04786849908878246,0.004600224180031473,0.879920097085461,0.04381431854623756
85,0.029409002660670258,2.636380847995951e-16,9.471821126124948e-13,7.12161809473577e-16,1.1397001622323412e-26,1.1730101598406587e-11,1.2610479752185198e-07,0.9705158431401916,7.502808166233748e-05
86,0.000755649595815926,1.0079884537534416e-05,1.7681364489843858e-06,0.03408211150030408,7.017341568133148e-09,0.9529363916661765,0.00266396106981145,0.0008141409502046233,0.008735890179359346
87,0.00022637980172337133,4.535706868325358e-12,1.3617155474165478e-14,5.67023870047595e-10,9.471756286689084e-33,7.425089394328474e-07,8.644830676671852e-11,0.9997727441229242,1.3290839157940667e-07
88,1.322032057498336e-05,0.5410124522534699,0.32181239354081526,0.1337595616166408,1.7733633652235213e-05,0.00017761843312836883,0.0028288380970079067,0.00020058824703392822,0.0001775938576765625
89,0.034723789010423514,0.4490001626968135,0.13931316697863858,0.12611078064922712,0.003238710488922932,0.04488028221741144,0.060376382443107106,0.06357577675364855,0.07878094876180723
90,0.14514447341879472,0.0006174651924519197,0.00029556967178321725,2.205138206710767e-05,7.143271069351373e-05,0.02730554679573183,0.0017676615825501754,0.01921638053613036,0.8055594187097971
91,0.16251884209673206,0.003073906911134469,0.003642232411496978,0.0003456126630803706,5.973252373105842e-05,0.060603354681709194,0.0052203399466110665,0.29276075965164977,0.47177521911385506
92,1.6915322466894485e-05,0.5866611076288065,0.4095663486057848,6.75667817338903e-05,0.00017024325943139367,0.00044814971857473764,0.0020930233953024156,0.0009741282925020881,2.5169953972737847e-06
93,0.0006465158436834643,0.2457219359699903,0.515498554398455,0.11390700770619588,2.697721019976048e-13,8.647714316175405e-05,0.12413663390841814,2.820534411945316e-06,5.449541361234645e-08
94,0.0006468497841807727,0.4023753867468395,0.3093991176431682,0.1713377774231605,4.312712739735392e-11,0.01613830735533895,0.09735009186571485,6.22192344758749e-05,0.0026902499039943026
95,7.572683328354736e-06,5.1512401144233e-07,8.055252733844465e-08,3.8471436764557506e-09,6.350118880093285e-14,0.9977759084313889,1.941429217828591e-05,0.0021421553875905254,5.4349681767858176e-05
96,2.720022537235945e-07,0.32573208725657815,0.6124492927090862,0.06033674416008279,0.001409831212388203,2.1135258603600312e-05,4.4099331636104347e-05,1.845789785150746e-06,4.692279585792125e-06
97,0.003421355736239846,0.6182972231249677,0.1804082801176676,0.092814323920986,7.424333952643222e-05,0.01585504651263726,0.06838888936105476,0.005738606822063014,0.015002031064857476
98,8.29699157225323e-10,5.734432329926643e-06,7.692490951738316e-07,2.8274404417605368e-06,0.9999906525117536,7.899747862653014e-10,1.6027219252941258e-09,1.1660577400883275e-08,1.4834063974153466e-09
99,0.00736200823808153,0.5059523177713718,0.28297593713578395,0.09469770170992471,5.606511820425566e-07,0.008267977341449942,0.09625048544314706,0.0010060969785804954,0.003486914730478448
100,1.2324731524017076e-07,0.8327243567088866,0.1598744810383268,0.007234139370420482,6.972604958853597e-05,2.5367065966499203e-06,9.214755546982034e-05,1.2123269791472244e-06,1.2769964167083342e-06
101,1.0540100807647448e-07,0.9578364974848579,0.03833740517543167,0.003596909928415813,4.757219078195971e-07,2.0781489666911503e-07,0.00022784756360617572,1.1407040289341896e-07,4.368394730195658e-07
102,0.023614167371513207,0.0007389602292987897,1.547745688206815e-05,0.008129655779663039,8.925393932537513e-05,0.8531780080874317,0.0437901753269079,0.055599315576446824,0.014844986232531186
103,2.358834820658955e-06,5.4896916074982475e-15,2.462868560127724e-15,9.18054448766837e-07,8.010594760608908e-19,0.9999820428152287,8.057216289283576e-06,3.1657066472998307e-06,3.4573725572979773e-06
104,2.389331504017449e-05,1.0128830750671087e-13,3.870153459242634e-15,4.803566508366069e-07,1.1204622555941324e-12,0.9993960436191821,1.513677748758888e-05,0.0005618162770696237,2.629653344107041e-06
105,0.0004089626063530066,0.37124074089773257,0.11388032219721123,0.47342076830218977,9.188997903984409e-11,0.01427103109817254,0.02563280972807735,8.289470734913793e-05,0.0010624703710244434
106,0.1323967290847642,0.06380554895992929,0.024839057498107043,0.018749491519219744,0.0008792412242905204,0.2790522982204118,0.10520317430508401,0.24063073151096434,0.1344437276772288
107,0.0009856317603874735,0.00444581076622502,0.002496483172917617,0.00017591164610743226,6.789682209428401e-05,0.9743993741688128,0.012935320101532585,0.0024258715825548464,0.0020676999793679453
108,7.917093138679861e-12,0.34495093356059836,0.5673390011401928,0.08770064451159099,1.0071235519956171e-08,3.916743579494882e-08,9.369844491400237e-06,1.5959665085943037e-09,1.00571615226498e-10
109,0.16597431518993574,0.015019266456588385,0.004851338592120801,0.002262820154046351,0.009594227047770255,0.39451662390255887,0.15242623723309393,0.23580639838497755,0.019548773038907966
110,0.014493142798061952,0.010626198755201224,0.005014889749070083,0.007140350432802128,4.426263833218109e-07,0.1965646808556416,0.6132026326690599,0.15150910158108058,0.0014485605326991918
111,0.0011623460311854792,6.91710020835322e-09,1.06597247378531e-12,1.1493311300753489e-06,1.8324592714857985e-09,0.9610563475689695,0.0007438666449668177,0.03661319303579333,0.00042308863732937315
112,2.701546548846528e-07,0.013300746797253536,0.00024223415448205353,0.0011206924595400084,1.9831070852747005e-10,0.9745265159975385,0.0002836405422926965,0.007949193534820318,0.0025767061611074293
113,0.0008834580286426563,0.4555859055055689,0.10326373155969461,0.03828678262412906,8.933658691817904e-05,0.008329813278375,0.036350284867085345,0.35495180467901244,0.002258882870573875
114,1.713432999144896e-13,0.8391307743412227,0.13899180261612842,0.02187742025173639,1.0824719074462635e-10,1.2589826602125657e-11,2.6312789333791333e-09,4.542601767142692e-12,3.4082575554118354e-11
115,0.0077988162071741685,0.44273636621059953,0.2903960062434193,0.1462339178162447,0.0004538863627686314,0.012837685344070213,0.09182230149626604,0.003898150690079279,0.003822869629378008
116,5.462321589904884e-09,9.59621789781921e-13,2.4766833486916403e-11,3.273772106653756e-11,2.4617751391270756e-12,0.9999973613829454,5.79507153127208e-09,2.6271131100374695e-06,1.856256800062065e-10
117,7.32984863106884e-10,0.8362730554790512,0.0922063338480589,0.07151214982746215,2.0039253123164308e-07,8.025016001635581e-08,8.018417262429709e-06,1.0618556262550708e-07,5.486692668847751e-08
118,0.00044098079828649105,0.8067993966430287,0.13222886141871668,0.041755550595414866,0.00033684873370214895,0.0023861956663901807,0.006386731537502796,0.0031626527093205716,0.006502781897637395
119,4.6248580089687837e-08,0.44320692643622506,0.5489563742781995,0.007707523196176898,1.6448354494302615e-05,8.577208506125952e-07,0.0001116190531201041,1.67200882292018e-07,3.7511471052899245e-08
120,4.8247965508894556e-05,0.6853883154066166,0.28732486927104484,0.021066778313042895,0.0002848605286671259,0.0001405312028581973,0.00440351488107137,0.000266537597283703,0.0010763448339063373
121,0.013262617428248403,0.0007768088121516713,0.01471451218735728,2.612146123612691e-06,8.463703918452687e-14,0.0029700685945066936,0.8725943201202763,0.09496901192126425,0.0007100487899871829
122,6.155697789505941e-17,0.6534654523215265,0.345052871825029,0.001481673221425746,1.129707902892968e-12,1.5262852646928704e-13,2.630713361719222e-09,1.859772039895478e-14,4.27538403103861e-15
123,0.0004322096344753642,0.004289436887676772,0.0020427993292133095,0.00013262702822659032,1.2782150938434552e-05,0.9787614040108575,0.011066520579966117,0.001620760423341928,0.0016414599553040104
124,3.4981552043992595e-06,5.223836684921173e-10,5.7807216492877704e-08,1.206755168549187e-09,6.883620674780487e-15,0.9994607362644863,1.0482054615906257e-07,0.0005347944154626036,8.068079385178738e-07
125,0.0009341979665566189,0.008267382851382307,0.0040658959523195756,0.00032760452976470574,7.910557318443112e-05,0.955693852134678,0.02324058286143852,0.004267923370332818,0.0031234547603431317
126,9.49854731824736e-05,3.1011474360575845e-13,7.713476591111576e-16,8.509499175802526e-07,8.62160653276371e-14,0.9986807913208745,6.130621691564335e-06,4.05822724923637e-05,0.001176659361444312
127,0.0017919115588300825,0.7129111288600587,0.21865552838029667,0.04151221044566282,0.00010530318125930427,0.0029479138834806328,0.017421514633113536,0.003194888558550788,0.0014596004987475798
128,8.151102682254973e-05,3.985394832979597e-07,1.2022001301597276e-08,7.864120538158718e-06,1.4611715508794749e-09,0.9985027824949273,0.00029413060928193613,0.0008691857121230498,0.00024411401365084505
129,3.11055070474292e-12,4.792306133731911e-11,1.1907120199778204e-09,8.647278398676265e-14,5.98181544950272e-20,0.9999986191446488,5.932941927740664e-09,1.3736210450859186e-06,5.953209695320444e-11
130,1.402835627464263e-05,0.8959513610012035,0.1034443315045579,4.3728773273299524e-05,3.5501210784128737e-12,1.2768599964232757e-05,0.0004560068735531739,7.712156125830416e-05,6.533263647532628e-07
131,1.2807231482047932e-07,0.6492488870614554,0.1988956168016622,0.15179453929247066,2.244643975462132e-05,4.917579408599229e-06,3.1697432156818196e-05,2.2148405165558232e-07,1.545836725184322e-06
132,3.0898787782357805e-10,0.8128327922305605,0.08934238363939094,0.0978023345952271,5.111115335180069e-10,1.323339181021765e-07,2.2343051490092866e-05,4.465653031625659e-09,8.863660825783695e-09
133,0.00042796415821083844,0.826192507195804,0.1413596614601294,0.018729146554856156,0.003327685322925175,0.0006744822616634697,0.006151698387147336,0.0008559198728225862,0.002280934786441245
134,8.69979771138641e-12,0.7494317712954388,0.22686395196675282,0.023704217126867985,7.536569378347806e-10,7.964920223560815e-10,5.696411932380077e-08,1.5521902721343764e-10,9.32753230885786e-10
135,4.580738240175727e-05,0.4559115348320743,0.13693373314051008,0.40442165742363767,0.0008323138934890774,0.0005625265881760749,0.0009548911382550077,8.6645193954385e-05,0.00025089040750159717
136,6.920411752272007e-05,6.270411814421846e-09,2.0652840246775733e-10,0.0003796718349386037,2.842196678296082e-09,0.9990826919066003,0.00010498693424253956,0.0001018948505376476,0.00026154103702132476
137,1.1541883811963863e-06,3.4052331956110953e-10,6.354625999306306e-10,5.014352942712451e-15,1.3537955432626554e-18,0.9934996545103628,0.006494253988046155,4.800440244814428e-06,1.358969741182028e-07
138,0.09100193736866335,1.9518193941908808e-09,9.715282751792869e-11,1.0845022274029668e-07,3.09298487146675e-14,0.33887725187998513,9.83041518641906e-05,0.0002905673096089955,0.5697318287906524
139,9.832335364833912e-07,1.6922385396886545e-05,2.2919153904552605e-06,1.7083985756843438e-08,6.093427793877765e-11,0.9988491079919772,0.00020478941246680906,0.0008832927148467067,4.2595201465480415e-05
140,9.508797028815066e-09,0.5751940493562631,0.4091149416546541,0.015633817457693884,3.711480457387704e-05,4.5809089895946616e-07,1.9417991793296454e-05,1.8414382928820164e-07,6.991496542623395e-09
141,2.3963477358451078e-05,0.196421431391591,0.550536797608288,0.11597040673594126,5.0138213296146204e-08,0.0015379111112547943,0.1349036267003229,0.0003318159167208503,0.00027399692030952714
142,0.15947788960438267,0.0321910521935335,0.011833123201090862,0.012046548568226356,0.0001730922163061538,0.1986394244660609,0.21746799391065458,0.3602485489974596,0.007922326842285393
143,2.2759705454280085e-05,0.28969674267967915,0.6970316246267686,3.720888144049145e-05,0.0003601969744928255,0.00041590975460676526,0.00968907366308185,0.0027452431555819723,1.24055889403374e-06
144,1.1096266792445945e-08,1.7452103507959486e-23,3.4711630673855226e-34,2.3989199999244927e-06,6.70216090562688e-24,0.9999973757896328,2.140503450315127e-07,1.6234930652162957e-11,1.2752040905702233e-10
145,0.00044059569277884883,1.5750110809336074e-08,2.1224561779765077e-08,8.931948403580587e-09,1.4360376351148482e-14,0.001074452808830717,3.577578825119251e-06,0.997619648270079,0.0008616797428509429
146,0.021388694691962952,0.007905767697908184,0.015800520617153903,0.00578233761169408,0.0022394290132302366,0.1770541565680255,0.03018499303332494,0.6677833943477712,0.07186070641892892
147,0.00017573165814294795,0.7793495726988754,0.17545523429181373,0.037237014951196225,0.0013010344127990937,0.0009367690267900579,0.00420030214527951,0.00014545382826095714,0.0011988869868419143
148,0.006577386301279168,0.6230250073780823,0.14251774018565633,0.12822439856994983,9.971650144029126e-05,0.015087967370247209,0.06764380139148353,0.0046065469067993175,0.012217435395062023
149,0.00011241492602055075,4.1091505188897195e-07,8.3172607441632e-08,7.376063821202361e-07,5.823835683446229e-11,0.9979324267232678,0.00023783195847760217,0.0011346484654417323,0.0005814461745126215
